gene_symbol,n_samples,n_events,n_samples_tumor,n_samples_normal,n_as_gene1,n_as_gene2,n_high_confidence,n_medium_confidence,n_low_confidence,n_inframe,n_outofframe,n_frame_unknown,n_intergenic_flank,sites_observed,types_observed,max_split_reads_total,max_discordant_mates,median_coverage,samples,recurrence_tier,translatedmRNA.apvEff,translatedmRNA.apvRvmPAdj,totalmRNA.apvEff,totalmRNA.apvRvmPAdj,translation.apvEff,translation.apvRvmPAdj,buffering.apvEff,buffering.apvRvmPAdj,singleRegMode
RPA3,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion/read-through,0,0,9,SRR6939931.arriba,tumor_exclusive,-0.070553529,0.898865618,0.922531933,0.028650092,-0.839948832,0.069378881,0.968370653,0.009089422,background
RPL35A,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through/5'-5',1,0,221,SRR6939964.arriba,tumor_exclusive,0.883461989,0.043058137,1.384257365,0.008265827,0.442025294,0.362163651,0.902736937,0.088120254,abundance
RPL8,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through,1,0,832,SRR6939943.arriba,tumor_exclusive,1.244238541,0.006091265,1.106924724,0.023005537,0.646457976,0.072004506,-0.294377586,0.44394736,abundance
RPP30,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939931.arriba,tumor_exclusive,0.683669702,0.063518181,0.5589937,0.087459272,0.857403972,0.042289099,0.786259208,0.033274564,abundance
RPUSD2,1,1,1,0,0,1,0,0,1,0,0,1,0,CDS,deletion/read-through,1,0,3,SRR6939939.arriba,tumor_exclusive,0.087023058,0.813293567,0.602536513,0.037015826,-0.025106448,0.958073255,0.590909822,0.040120124,buffering
RRP9,1,1,1,0,0,1,0,0,1,0,0,1,0,5'UTR,deletion/read-through/5'-5',1,0,0,SRR6939935.arriba,tumor_exclusive,1.408144103,0.034833506,0.529753223,0.148328564,1.199371828,0.101647672,0.340936168,0.431382276,translation
RTCB,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through,0,0,14,SRR6939939.arriba,tumor_exclusive,-0.03904775,0.90982677,0.362338182,0.236158622,-0.1551132,0.610703112,0.38676198,0.176883689,background
SAP18,1,1,1,0,0,1,0,0,1,0,0,1,0,5'UTR,translocation,0,0,0,SRR6939935.arriba,tumor_exclusive,0.204890462,0.55722532,0.783872118,0.037637596,-0.280764503,0.310672507,0.558381281,0.044576578,background
SDCBP,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939935.arriba,tumor_exclusive,0.157910152,0.729507576,0.534064285,0.16999683,-0.218960777,0.552291447,0.414258251,0.172036041,background
SDF2L1,1,1,1,0,0,1,0,0,1,0,0,1,0,CDS,deletion/read-through,0,0,10,SRR6939931.arriba,tumor_exclusive,0.400092129,0.308632775,0.518528794,0.217581342,0.13636563300000001,0.729840331,0.176935502,0.627384187,background
SEC61B,1,1,1,0,1,0,0,0,1,0,0,1,1,intergenic,translocation,0,0,0,SRR6939927.arriba,tumor_exclusive,0.401404515,0.346866588,0.65102463,0.050730439,-0.269647893,0.451213089,0.404456329,0.113345083,background
SF3B5,1,1,1,0,0,1,0,0,1,0,0,1,1,intergenic,deletion/read-through,1,0,0,SRR6939956.arriba,tumor_exclusive,0.538885259,0.213392497,0.145838249,0.654532275,0.508882323,0.266384607,0.088620043,0.804867272,background
SGMS2,1,1,1,0,0,1,0,0,1,0,0,1,0,CDS,deletion/read-through/3'-3',0,0,9,SRR6939947.arriba,tumor_exclusive,-0.968564223,0.12440365,-0.615296359,0.248482924,-0.434217975,0.315068274,0.142575015,0.716607051,abundance
SGSH,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through/3'-3',0,0,23,SRR6939935.arriba,tumor_exclusive,0.486272753,0.195936451,-0.458183623,0.267674382,0.697047994,0.062263413,-0.87315460600000006,0.028947317,translation
SHOC2,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939927.arriba,tumor_exclusive,0.150890767,0.680853667,0.806253856,0.009541104,-0.462847997,0.20133637,0.735832304,0.010975703,buffering
SIGMAR1,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through,1,0,39,SRR6939939.arriba,tumor_exclusive,0.874218891,0.05907103,0.341852436,0.36858351,0.623266212,0.113924499,-0.223545689,0.508940541,translation
SLC16A13,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939947.arriba,tumor_exclusive,-0.469317099,0.319382617,-1.112888731,0.018526201,0.179407675,0.735271475,-0.824738232,0.039650036,background
SLC25A11,1,1,1,0,1,0,0,0,1,0,0,1,0,5'UTR,deletion/read-through/3'-3',0,0,3,SRR6939927.arriba,tumor_exclusive,-0.409701663,0.288521041,-0.540642282,0.169732183,-0.084615474,0.828394117,-0.175880573,0.586048396,background
SLC25A32,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,translocation,0,0,0,SRR6939947.arriba,tumor_exclusive,0.261286962,0.469673704,0.863123738,0.033246459,-0.007011189,0.987824723,0.716356947,0.059610381,background
SLC29A1,1,1,1,0,0,1,0,0,1,0,0,1,1,intergenic,deletion/read-through,0,0,0,SRR6939947.arriba,tumor_exclusive,0.970431571,0.032971923,1.079967277,0.004735999,-0.071870115,0.89711724,0.533874977,0.080689323,abundance
SLC35A1,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through/5'-5',0,0,0,SRR6939939.arriba,tumor_exclusive,-0.60091481,0.040781028,0.785457643,0.040370688,-0.700943153,0.032145032,1.159099846,0.015469862,translation
SLC35B1,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through,0,0,8,SRR6939927.arriba,tumor_exclusive,1.015438583,0.063576118,0.542433302,0.178825056,0.429595413,0.209499316,-0.193239735,0.488717777,translation
SLC39A5,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',0,0,1,SRR6939951.arriba,tumor_exclusive,-1.388772348,0.084877484,-1.692286156,0.015034789,0.389351616,0.401918803,-0.582572809,0.088269904,abundance
SLC46A1,1,1,1,0,0,1,0,0,1,0,0,1,0,CDS,deletion/read-through,0,0,1,SRR6939927.arriba,tumor_exclusive,-0.249941088,0.533176309,-0.44534962,0.274926215,-0.029023967,0.949444305,-0.245994639,0.47971536,background
SLC4A1AP,1,1,1,0,0,1,0,0,1,0,0,1,0,exon,deletion/read-through,1,0,0,SRR6939931.arriba,tumor_exclusive,0.411718277,0.155430877,0.584865086,0.04252946,-0.019297943,0.950678237,0.148627129,0.492511287,abundance
SLC7A2,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,2,SRR6939931.arriba,tumor_exclusive,-2.760292332,7.21377e-4,-2.155577911,0.003700582,-0.955030371,0.011715295,0.966647903,0.007616649,translation
SLC7A8,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/5'-5',0,0,0,SRR6939943.arriba,tumor_exclusive,-1.218710936,0.057813755,-1.600838852,0.008266018,-0.145758867,0.844739533,-0.888621034,0.06879361,abundance
SLF1,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',1,0,0,SRR6939943.arriba,tumor_exclusive,-0.826491384,0.149141788,-0.080315928,0.800442111,-0.778729228,0.195836211,0.021049658,0.954058018,translation
SLPI,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,translocation/5'-5',0,0,0,SRR6939931.arriba,tumor_exclusive,-1.913590243,0.025082162,-2.505196886,0.006630831,0.140346061,0.787054152,-0.523872272,0.200251392,abundance
SNAPC1,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939951.arriba,tumor_exclusive,-0.263915777,0.578480306,-0.090651609,0.866285778,-0.266525932,0.60160075,-0.102461537,0.85673716,background
SNRNP48,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,2,SRR6939939.arriba,tumor_exclusive,0.370254411,0.360528595,0.696529631,0.024025462,-0.303861927,0.461523248,0.534619472,0.045260202,buffering
SNX18,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',0,0,0,SRR6939943.arriba,tumor_exclusive,-0.581481238,0.185170188,-0.228946844,0.50767947,-0.348299784,0.273322098,0.16441052,0.521065999,background
SNX33,1,1,1,0,0,1,0,0,1,0,0,1,0,5'UTR,deletion/read-through/3'-3',0,0,3,SRR6939943.arriba,tumor_exclusive,-0.149855197,0.635864729,-0.614913235,0.037658923,-0.143553091,0.682798285,-0.612974878,0.040673556,buffering
SON,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',0,0,0,SRR6939927.arriba,tumor_exclusive,-0.277106688,0.346866588,-0.046948293,0.855859371,-0.22259073099999999,0.366621077,0.104138266,0.620846075,background
SPCS3,1,1,1,0,0,1,0,0,1,0,0,1,0,3'UTR,deletion/read-through,0,0,4,SRR6939931.arriba,tumor_exclusive,-0.031170812,0.928345416,0.328989383,0.224439557,-0.10393108400000001,0.7731628,0.335891798,0.20228658,buffering
SPRY4,1,1,1,0,1,0,0,0,1,0,0,1,0,exon,translocation/5'-5',0,0,0,SRR6939956.arriba,tumor_exclusive,-0.387640062,0.568249342,-0.581482019,0.199957059,0.267339779,0.584512517,-0.344357764,0.257234458,background
SPRYD4,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion/read-through/5'-5',1,0,9,SRR6939951.arriba,tumor_exclusive,-1.381184445,0.007584554,-1.133383827,0.013105161,-0.602832392,0.179426629,-0.125274282,0.767982468,abundance
SRPRB,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through/5'-5',1,0,0,SRR6939956.arriba,tumor_exclusive,0.394817467,0.321313562,0.686913584,0.068611522,-0.152055446,0.649119968,0.336830509,0.201499144,background
SSBP1,1,1,1,0,0,1,0,0,1,0,0,1,0,CDS,deletion/read-through,0,0,7,SRR6939951.arriba,tumor_exclusive,0.608371629,0.075141719,1.266153151,2.91001e-4,0.008613535,0.989125277,1.186954617,0.002180042,abundance
STK17B,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939964.arriba,tumor_exclusive,-0.695642754,0.221958026,-0.021160219,0.9678329,-0.675805025,0.047762203,0.614328553,0.036123397,translation
STOML2,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through/5'-5',1,0,0,SRR6939947.arriba,tumor_exclusive,0.353554492,0.416427626,0.455384364,0.210160172,-0.081762636,0.805873156,0.16176514,0.505404671,background
SUCO,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939951.arriba,tumor_exclusive,1.841592333,0.002583577,1.963643339,4.09975e-4,0.922453729,0.23248116,1.360462646,0.009085036,abundance
SUMF2,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through,0,0,13,SRR6939931.arriba,tumor_exclusive,0.194236849,0.545216045,-0.0407267,0.913083073,0.216468677,0.401028529,-0.26367482800000003,0.303046691,background
TAF1A,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,1,0,0,SRR6939935.arriba,tumor_exclusive,1.470939581,0.003568743,1.181487074,0.017873885,1.190444579,0.043453227,0.573699608,0.29899464,translation
TAGLN2,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939956.arriba,tumor_exclusive,0.904151298,0.077227555,0.43553769,0.244788462,0.485067815,0.213485016,-0.119080315,0.708639637,translation
TBP,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,1,0,0,SRR6939939.arriba,tumor_exclusive,0.908305675,0.137546864,0.431123026,0.193547316,0.562214445,0.388322093,0.233932597,0.486459266,abundance
TBRG1,1,1,1,0,0,1,0,0,1,0,0,1,0,CDS,deletion/read-through,0,0,0,SRR6939960.arriba,tumor_exclusive,-0.54030266,0.215397301,-0.396801047,0.086636832,-0.157268738,0.805053579,-0.345748854,0.123928157,abundance
TBX3,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939935.arriba,tumor_exclusive,0.774318868,0.169158304,0.62841405,0.256403191,0.243418244,0.398694287,-0.194872038,0.4592588,background
THEMIS2,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939927.arriba,tumor_exclusive,-1.132334232,0.058876167,-1.793561496,6.35991e-4,1.114919328,0.082688669,-1.176937741,0.003518144,abundance
THOC6,1,1,1,0,1,0,0,0,1,0,0,1,0,5'UTR,deletion/read-through,0,0,0,SRR6939935.arriba,tumor_exclusive,0.45009425,0.364064494,-0.332836622,0.237345124,0.431626104,0.44300561,-0.326572931,0.249638552,buffering
TIMM21,1,1,1,0,0,1,0,0,1,0,0,1,1,intergenic,deletion/read-through,0,0,12,SRR6939935.arriba,tumor_exclusive,0.24784275,0.678890053,1.170545276,9.84275e-4,0.692121516,0.532478814,1.182130318,0.002523046,buffering
TM2D3,1,1,1,0,1,0,0,0,1,0,0,1,0,exon,deletion/5'-5',0,0,0,SRR6939951.arriba,tumor_exclusive,0.243043989,0.423061345,0.312091204,0.239942699,0.071895827,0.82817794,0.17437033,0.479393784,background
TMBIM1,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion/read-through,0,0,7,SRR6939951.arriba,tumor_exclusive,0.475163002,0.096908987,0.380381407,0.176018964,0.290299355,0.263758674,-0.041311931,0.88815454,abundance
TMCO6,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through,1,0,0,SRR6939947.arriba,tumor_exclusive,0.400593562,0.296340624,-0.281508539,0.292190364,0.361926837,0.382084773,-0.25882554,0.332374172,background
TMED4,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,translocation,0,0,10,SRR6939927.arriba,tumor_exclusive,0.241746264,0.405454508,0.19843853,0.469652767,0.239693796,0.411320675,0.194916022,0.474709079,background
TMEM128,1,1,1,0,1,0,0,0,1,0,0,1,0,5'UTR,translocation/3'-3',0,0,7,SRR6939927.arriba,tumor_exclusive,-0.105646746,0.792534293,0.222151504,0.584784048,-0.059413017,0.89554396,0.18352546,0.649469678,background
TMEM168,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,translocation/3'-3',0,0,1,SRR6939931.arriba,tumor_exclusive,0.635563701,0.071107715,1.173887455,0.003235092,0.494393117,0.304179145,1.08052558,0.009477666,abundance
TMEM186,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939943.arriba,tumor_exclusive,0.129986337,0.734478042,0.101398728,0.787906372,0.088821727,0.822470645,0.027853589,0.943431921,background
TMEM199,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion/read-through,0,0,1,SRR6939939.arriba,tumor_exclusive,0.294325163,0.539003882,1.087548167,0.012926346,-0.1711086,0.805300656,0.981763478,0.020273965,buffering
TMEM214,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939964.arriba,tumor_exclusive,0.218323209,0.382211786,-0.076564498,0.785915998,0.224024393,0.342418572,-0.146644906,0.580657859,background
TNFAIP1,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,1,0,0,SRR6939927.arriba,tumor_exclusive,-0.324802732,0.430985594,-0.404321003,0.11315937,0.121875579,0.79616643,-0.314609749,0.177047679,background
TOM1L1,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,1,0,0,SRR6939935.arriba,tumor_exclusive,-0.46902222,0.260040859,0.491184553,0.145556474,-0.862952374,0.040322307,0.77181875,0.019094101,translation
TOP3B,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,1,0,5,SRR6939951.arriba,tumor_exclusive,0.439293851,0.434253073,0.077069135,0.889809877,0.392487804,0.4258701,-0.204951144,0.654122202,background
TP53INP1,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through/3'-3',1,0,63,SRR6939931.arriba,tumor_exclusive,-0.271409573,0.666389944,0.187651904,0.736900691,-0.456643479,0.079704979,0.451754222,0.047993755,translation
TPP1,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through,0,0,28,SRR6939931.arriba,tumor_exclusive,0.262521996,0.42523076,0.084490531,0.793381607,0.211497423,0.469611448,-0.100250193,0.718794194,background
TRADD,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939951.arriba,tumor_exclusive,0.620271599,0.17431457,-0.598870271,0.212102195,1.057992678,0.011522071,-1.292647304,0.002523046,translation
TRAPPC1,1,1,1,0,1,0,0,0,1,0,0,1,0,exon,deletion/read-through,1,0,1,SRR6939956.arriba,tumor_exclusive,0.498965515,0.106896191,0.170649493,0.62216288,0.512461159,0.108842937,0.257691292,0.482684418,translation
TRMT13,1,1,1,0,0,1,0,0,1,0,0,1,0,CDS,deletion/read-through,0,0,0,SRR6939935.arriba,tumor_exclusive,0.026508033,0.967454928,0.478895542,0.190287547,0.01336347,0.986016593,0.478568533,0.194182625,buffering
TRMT5,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/5'-5',0,0,0,SRR6939960.arriba,tumor_exclusive,0.120737946,0.734478042,0.758125247,0.047503484,0.030507701,0.949614311,0.728192939,0.058576839,buffering
TRNT1,1,1,1,0,0,1,0,0,1,0,0,1,0,5'UTR,deletion/read-through/3'-3',0,0,0,SRR6939935.arriba,tumor_exclusive,0.97767491,0.149989099,0.779575836,0.020397689,0.816173839,0.40990342,0.746740156,0.032927161,abundance
TSPAN33,1,1,1,0,0,1,0,0,1,0,0,1,0,5'UTR,deletion/read-through,1,0,0,SRR6939927.arriba,tumor_exclusive,0.381353207,0.553401719,0.692499236,0.065925478,-0.367547148,0.546674698,0.550012757,0.086777444,buffering
TTC31,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',0,0,0,SRR6939951.arriba,tumor_exclusive,-0.122465147,0.763533124,-0.17155059,0.499181739,-0.135012311,0.762848328,-0.174225761,0.475490466,background
TUBA1B,1,1,1,0,1,0,0,0,1,0,0,1,0,exon,deletion/read-through/5'-5',0,0,1,SRR6939947.arriba,tumor_exclusive,0.791370468,0.04468195,1.100526705,0.005224992,0.019946733,0.970269886,0.568601206,0.074000245,abundance
TYMP,1,1,1,0,0,1,0,0,1,0,0,1,0,CDS,deletion/read-through,0,0,85,SRR6939935.arriba,tumor_exclusive,-0.478288345,0.330953843,-0.886568028,0.114768922,0.072985054,0.863885144,-0.358862166,0.31954085,background
TYMS,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939960.arriba,tumor_exclusive,2.437038481,0.004551619,2.014448808,1.79133e-4,0.258400585,0.838844044,1.526119859,0.0035307340000000002,abundance
UBALD2,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/5'-5',0,0,1,SRR6939947.arriba,tumor_exclusive,0.402669856,0.336539365,-0.743734011,0.065925478,0.684281171,0.152378921,-0.92054778,0.026563571,translation
UBE2D1,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939935.arriba,tumor_exclusive,0.455320607,0.290874841,0.916309953,0.008701935,0.72316116,0.178818511,0.978369301,0.008795653,buffering
UBE2Q1,1,1,1,0,1,0,0,0,1,0,0,1,1,intergenic,translocation,0,0,0,SRR6939964.arriba,tumor_exclusive,1.082436379,0.011660974,0.906681455,0.004482542,0.345943128,0.477724778,0.557935757,0.053883318,abundance
UBIAD1,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939951.arriba,tumor_exclusive,0.616304699,0.081962499,0.228048505,0.350468614,0.73827967,0.059387276,0.344169069,0.164242963,background
UMPS,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through/5'-5',0,0,4,SRR6939951.arriba,tumor_exclusive,0.224105928,0.548871456,0.676809651,0.029771107,-0.336133305,0.32032888,0.547451352,0.040457841,background
UNC45A,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,3,SRR6939951.arriba,tumor_exclusive,-0.157010375,0.691070765,-0.016317729,0.960293668,-0.143630638,0.664601592,0.083131795,0.761038545,background
UTP23,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',0,0,3,SRR6939956.arriba,tumor_exclusive,0.709533945,0.147222673,1.367433461,8.38051e-4,-0.149704494,0.860071191,1.228827671,0.0035307340000000002,abundance
VIPAS39,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939960.arriba,tumor_exclusive,-0.205024982,0.673350501,0.636841297,0.057719441,-0.456107596,0.42845661,0.678376479,0.04509427,buffering
VNN1,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939927.arriba,tumor_exclusive,-2.56028808,0.003774035,-1.544089034,0.049071133,-1.291338891,0.0085999720000000009,1.356790904,0.003518144,translation
VPS39,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939964.arriba,tumor_exclusive,0.422201795,0.185976425,0.223893255,0.413555166,0.410281623,0.213959865,0.20466264,0.467429255,background
WBP11,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion/read-through,1,0,4,SRR6939943.arriba,tumor_exclusive,0.151014821,0.668845546,0.275349047,0.410076764,0.210932933,0.54646817,0.325354448,0.31764806,background
WDR36,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,3,SRR6939947.arriba,tumor_exclusive,-0.108013831,0.742232685,0.728158499,0.026819831,-0.480919198,0.115897112,0.819241549,0.00969559,background
XBP1,1,1,1,0,0,1,0,0,1,0,0,1,0,CDS,deletion/read-through,0,0,81,SRR6939951.arriba,tumor_exclusive,-0.506699346,0.105628351,-0.049724385,0.884535136,-0.478102198,0.084781703,0.438345319,0.104432043,translation
XPA,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/5'-5',0,0,2,SRR6939964.arriba,tumor_exclusive,0.042316476,0.91052763,0.215760321,0.533791852,-0.061849818,0.858050455,0.180374853,0.537488704,background
YBX3,1,1,1,0,1,0,0,0,1,0,0,1,0,exon,deletion/read-through,0,0,0,SRR6939960.arriba,tumor_exclusive,-0.276036589,0.708713615,-0.538763642,0.336478905,0.26537979,0.501706305,-0.315281957,0.294807525,background
YEATS4,1,1,1,0,0,1,0,0,1,0,0,1,1,intergenic,translocation,0,0,1,SRR6939964.arriba,tumor_exclusive,0.063450033,0.912985568,1.157543164,0.039607168,-0.200186732,0.769787571,1.135598362,0.04384458,buffering
YIF1A,1,1,1,0,1,0,0,0,1,0,0,1,1,intergenic,deletion/read-through,1,0,0,SRR6939927.arriba,tumor_exclusive,0.297096267,0.426754935,0.315214488,0.338027141,0.017910701,0.95768025,0.047041377,0.854282449,background
ZBED5,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939951.arriba,tumor_exclusive,0.052500008,0.910069565,0.437156339,0.239974694,-0.082230282,0.867649281,0.418508774,0.245164456,buffering
ZBTB1,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,1,0,65,SRR6939935.arriba,tumor_exclusive,-0.74185636,0.038127942,0.011507812,0.968718906,-0.748169038,0.038794635,0.358128895,0.215571029,translation
ZBTB41,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939951.arriba,tumor_exclusive,0.7196496,0.14291943,1.419339706,0.009182588,0.560353517,0.357791104,1.321023543,0.025379666,abundance
ZC3H10,1,1,1,0,1,0,0,0,1,0,0,1,0,5'UTR/splice-site,deletion/read-through,0,0,10,SRR6939935.arriba,tumor_exclusive,0.013566088,0.987307925,-0.377701431,0.475182143,-0.023501649,0.982798954,-0.376944072,0.48159366,background
ZEB1,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939951.arriba,tumor_exclusive,-0.217690495,0.481689153,0.480516935,0.152643979,-0.203693131,0.542481371,0.465681328,0.172036041,buffering
ZKSCAN2,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939964.arriba,tumor_exclusive,-0.362744839,0.676175073,-0.74463221,0.033267445,-0.105778382,0.933215532,-0.727545073,0.040115115,buffering
ZKSCAN3,1,1,1,0,0,1,0,0,1,0,0,1,1,intergenic,translocation,0,0,1,SRR6939964.arriba,tumor_exclusive,1.166309999,0.029438893,1.086679717,0.118474674,0.870156128,0.10116268,0.196797255,0.828100948,abundance
ZNF189,1,1,1,0,0,1,0,0,1,0,0,1,0,CDS,deletion/read-through,1,0,17,SRR6939927.arriba,tumor_exclusive,0.58500119,0.245152606,0.749621619,0.06986568,-0.12331035,0.773470502,0.331708684,0.248633239,abundance
ZNF202,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion,0,0,1,SRR6939964.arriba,tumor_exclusive,0.956100738,0.143318219,0.10211929,0.779608293,0.801143238,0.111380075,-0.264216492,0.339532732,background
ZNF280C,1,1,1,0,0,1,0,0,1,0,0,1,1,intergenic,deletion/read-through,0,0,0,SRR6939931.arriba,tumor_exclusive,1.49587252,0.005784066,1.433824247,0.004482542,1.120557667,0.084584831,1.025142537,0.082122905,abundance
ZNF330,1,1,1,0,0,1,0,0,1,0,0,1,1,intergenic,deletion/read-through,0,0,0,SRR6939931.arriba,tumor_exclusive,-0.647963551,0.087105208,-0.651509229,0.084982493,-0.386553443,0.311391698,-0.278817892,0.454067012,abundance
ZNF513,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through,0,0,1,SRR6939931.arriba,tumor_exclusive,0.291132144,0.519761664,-0.117249237,0.756471173,0.261643034,0.585588149,-0.061372181,0.880423632,background
